"country","province","points","price","variety"
"US","California",93,125,"Bordeaux-style Red Blend"
"US","California",93,56,"Pinot Noir"
"US","California",93,59,"Pinot Noir"
"US","California",93,59,"Pinot Noir"
"US","California",93,56,"Merlot"
"Chile","Santa Cruz",93,95,"Syrah"
"US","California",92,49,"Pinot Noir"
"US","California",92,45,"Cabernet Sauvignon"
"Austria","Wachau",92,60,"Riesling"
"US","California",92,60,"Cabernet Sauvignon"
"Australia","South Australia",88,25,"Riesling"
"Germany","Rheinhessen",88,26,"Riesling"
"Chile","Casablanca Valley",88,16,"Sauvignon Blanc"
"New Zealand","New Zealand",88,18,"Riesling"
"Italy","Northeastern Italy",88,22,"Riesling"
"France","Alsace",88,17,"Riesling"
"US","California",88,45,"Bordeaux-style Red Blend"
"Chile","Colchagua Valley",88,12,"Red Blend"
"New Zealand","East Coast",88,13,"Riesling"
"US","California",88,28,"Syrah"
"US","California",88,28,"Cabernet Sauvignon"
"France","Loire Valley",88,22,"Sauvignon Blanc"
"South Africa","Stellenbosch",88,16,"Merlot"
"France","Loire Valley",88,30,"Sauvignon Blanc"
"Chile","Casablanca Valley",88,18,"Syrah"
"France","Rhône Valley",88,70,"Syrah"
"Australia","New South Wales",88,25,"Bordeaux-style Red Blend"
"France","Alsace",88,13,"Riesling"
"US","California",88,35,"Pinot Noir"
"US","California",88,15,"Sauvignon Blanc"
"Chile","Maule Valley",88,27,"Bordeaux-style Red Blend"
"Spain","Northern Spain",88,30,"Tempranillo"
"Germany","Rheingau",88,15,"Riesling"
"Italy","Tuscany",90,55,"Sangiovese"
"US","California",90,42,"Syrah"
"US","Washington",90,25,"Cabernet Sauvignon"
"France","Burgundy",90,100,"Pinot Noir"
"US","Washington",90,22,"White Blend"
"Italy","Tuscany",90,65,"Sangiovese"
"US","California",90,45,"Cabernet Sauvignon"
"Italy","Tuscany",90,55,"Sangiovese"
"US","Washington",90,22,"Riesling"
"US","California",90,40,"Cabernet Sauvignon"
"US","Washington",90,21,"Cabernet Sauvignon"
"US","California",90,80,"Cabernet Sauvignon"
"Italy","Tuscany",90,70,"Sangiovese"
"US","Washington",90,22,"Cabernet Sauvignon"
"US","Washington",90,25,"Syrah"
"Italy","Tuscany",90,50,"Sangiovese"
"US","Washington",90,46,"Syrah"
"US","California",90,33,"Syrah"
"Argentina","Other",90,40,"Malbec"
"Italy","Tuscany",90,40,"Sangiovese"
"Italy","Tuscany",90,50,"Sangiovese"
"Italy","Tuscany",90,60,"Sangiovese"
"US","California",90,20,"Chardonnay"
"Italy","Tuscany",90,50,"Sangiovese"
"US","California",83,20,"Chardonnay"
"Argentina","Mendoza Province",83,14,"Malbec"
"Chile","Casablanca Valley",83,10,"Chardonnay"
"France","Alsace",83,30,"Riesling"
"US","California",83,25,"Zinfandel"
"US","California",83,17,"Zinfandel"
"France","Languedoc-Roussillon",83,9,"Chardonnay"
"US","California",83,19,"Riesling"
"Argentina","Other",83,16,"Malbec"
"US","California",83,21,"Tempranillo"
"US","California",83,13,"Chardonnay"
"Chile","Rapel Valley",83,10,"Rosé"
"US","New Mexico",83,22,"Red Blend"
"Argentina","Mendoza Province",83,15,"Malbec"
"Chile","Central Valley",83,10,"Merlot"
"Chile","Maipo Valley",83,12,"Merlot"
"US","California",82,24,"Zinfandel"
"US","California",82,15,"Chardonnay"
"US","Virginia",82,22,"Chardonnay"
"Chile","Maipo Valley",81,13,"Cabernet Sauvignon"
"Chile","Maipo Valley",81,12,"Merlot"
"Chile","Maipo Valley",81,10,"Chardonnay"
"Chile","Rapel Valley",81,7,"Cabernet Sauvignon"
"Chile","Maipo Valley",81,10,"Cabernet Sauvignon"
"Chile","Maipo Valley",80,13,"Merlot"
"France","Burgundy",93,65,"Pinot Noir"
"France","Burgundy",92,52,"Pinot Noir"
"France","Burgundy",90,65,"Pinot Noir"
"France","Burgundy",89,52,"Pinot Noir"
"France","Burgundy",89,38,"Pinot Noir"
"France","Burgundy",87,37,"Pinot Noir"
"France","Burgundy",87,65,"Pinot Noir"
"US","California",93,30,"White Blend"
"Italy","Southern Italy",91,20,"White Blend"
"Italy","Southern Italy",91,20,"White Blend"
"France","Alsace",88,19,"Riesling"
"France","Loire Valley",88,22,"Sauvignon Blanc"
"Italy","Northeastern Italy",88,21,"Sauvignon Blanc"
"Chile","Pirque",88,19,"Chardonnay"
"France","Rhône Valley",88,35,"Syrah"
"US","California",88,16,"Sauvignon Blanc"
"France","Loire Valley",88,14,"Sauvignon Blanc"
"Australia","Western Australia",88,15,"Riesling"
"Spain","Northern Spain",88,19,"Tempranillo"
"France","Rhône Valley",88,57,"Syrah"
"US","California",88,10,"Riesling"
"Chile","Colchagua Valley",88,12,"Malbec"
"Germany","Rheinhessen",88,12,"Riesling"
"Spain","Northern Spain",88,14,"Tempranillo"
"France","Rhône Valley",88,90,"Syrah"
"France","Alsace",88,30,"Riesling"
"Germany","Rheingau",88,17,"Riesling"
"US","California",88,30,"Syrah"
"US","California",88,32,"Syrah"
"US","New York",88,16,"Riesling"
"France","Rhône Valley",88,67,"Syrah"
"US","California",88,75,"Cabernet Sauvignon"
"Chile","Colchagua Valley",88,35,"Cabernet Sauvignon"
"Spain","Catalonia",90,60,"Red Blend"
"Italy","Tuscany",90,110,"Sangiovese"
"Argentina","Other",90,36,"Red Blend"
"Australia","New South Wales",90,15,"Chardonnay"
"US","Washington",90,29,"Cabernet Sauvignon"
"US","Washington",90,25,"Red Blend"
"Italy","Tuscany",90,49,"Sangiovese"
"France","Burgundy",90,66,"Chardonnay"
"France","Burgundy",90,37,"Chardonnay"
"US","California",90,15,"White Blend"
"US","California",90,30,"Cabernet Sauvignon"
"Italy","Tuscany",90,45,"Sangiovese"
"US","California",90,35,"Cabernet Sauvignon"
"US","Washington",90,40,"Bordeaux-style Red Blend"
"Italy","Tuscany",90,50,"Sangiovese"
"Spain","Northern Spain",90,46,"Red Blend"
"Australia","South Australia",90,200,"Red Blend"
"Australia","New South Wales",90,17,"Cabernet Sauvignon"
"US","Washington",90,35,"Red Blend"
"Italy","Tuscany",90,51,"Sangiovese"
"US","California",90,15,"Sauvignon Blanc"
"US","California",90,30,"Merlot"
"Italy","Tuscany",90,44,"Sangiovese"
"US","Washington",90,20,"Syrah"
"Argentina","Mendoza Province",82,10,"Cabernet Sauvignon"
"US","California",82,28,"Zinfandel"
"Chile","Maipo Valley",82,15,"Cabernet Sauvignon"
"US","California",82,16,"Cabernet Sauvignon"
"US","California",82,24,"Zinfandel"
"US","California",82,10,"Rosé"
"Italy","Southern Italy",82,11,"Rosé"
"France","Alsace",82,18,"Riesling"
"US","California",82,39,"Red Blend"
"Chile","Maule Valley",82,13,"Merlot"
"Argentina","Mendoza Province",82,12,"Malbec"
"US","California",82,35,"Pinot Noir"
"US","California",82,25,"Zinfandel"
"US","California",82,13,"Sauvignon Blanc"
"US","California",82,15,"White Blend"
"Austria","Burgenland",82,35,"Chardonnay"
"US","California",82,16,"Zinfandel"
"France","Alsace",82,22,"Riesling"
"Chile","Maule Valley",82,13,"Cabernet Sauvignon"
"US","California",82,34,"Cabernet Sauvignon"
"US","New York",82,14,"Chardonnay"
"US","California",81,26,"Sangiovese"
"US","California",81,20,"Sauvignon Blanc"
"Italy","Northeastern Italy",88,39,"Riesling"
"France","Loire Valley",88,26,"Sauvignon Blanc"
"Spain","Northern Spain",88,29,"Tempranillo"
"Spain","Northern Spain",88,48,"Tempranillo"
"Chile","Colchagua Valley",88,9,"Sauvignon Blanc"
"Australia","New South Wales",88,20,"Sauvignon Blanc"
"France","Alsace",87,17,"Riesling"
"US","California",87,25,"Zinfandel"
"US","California",87,19,"Riesling"
"Chile","Maule Valley",87,9,"Cabernet Sauvignon"
"France","Loire Valley",87,20,"Sauvignon Blanc"
"South Africa","Stellenbosch",87,26,"Red Blend"
"New Zealand","Central Otago",87,28,"Riesling"
"US","Washington",87,15,"Riesling"
"France","Alsace",87,60,"Riesling"
"US","California",87,28,"Red Blend"
"US","California",87,28,"Cabernet Sauvignon"
"France","Rhône Valley",87,70,"Syrah"
"US","California",87,24,"Pinot Noir"
"France","Alsace",87,69,"Riesling"
"US","California",87,29,"Pinot Noir"
"Spain","Northern Spain",87,20,"Tempranillo"
"Spain","Northern Spain",87,14,"Tempranillo"
"Spain","Northern Spain",87,77,"Tempranillo"
"France","Loire Valley",87,11,"Sauvignon Blanc"
"Australia","South Australia",87,19,"Riesling"
"US","California",90,150,"Cabernet Sauvignon"
"US","Washington",90,55,"Red Blend"
"Italy","Tuscany",90,74,"Sangiovese"
"US","California",90,18,"Syrah"
"Italy","Tuscany",89,46,"Sangiovese"
"Argentina","Other",89,13,"Malbec"
"US","California",89,30,"Pinot Noir"
"France","Burgundy",89,47,"Chardonnay"
"US","California",89,13,"Chardonnay"
"Italy","Tuscany",89,70,"Sangiovese"
"US","Washington",89,27,"Cabernet Sauvignon"
"US","California",89,40,"Cabernet Sauvignon"
"Australia","New South Wales",89,40,"Chardonnay"
"US","Washington",89,35,"Bordeaux-style Red Blend"
"Italy","Tuscany",89,64,"Sangiovese"
"Italy","Tuscany",89,106,"Sangiovese"
"Italy","Tuscany",89,40,"Sangiovese"
"US","Washington",89,15,"Red Blend"
"Israel","Galilee",89,35,"Cabernet Sauvignon"
"France","Bordeaux",89,100,"Bordeaux-style Red Blend"
"Italy","Tuscany",89,70,"Sangiovese"
"US","Washington",89,32,"Syrah"
"Italy","Tuscany",89,62,"Sangiovese"
"Argentina","Mendoza Province",81,13,"Chardonnay"
"US","New Mexico",81,22,"Red Blend"
"US","California",81,26,"Tempranillo"
"US","Virginia",81,27,"Red Blend"
"US","California",81,19,"Zinfandel"
"US","California",80,24,"Zinfandel"
"US","California",80,35,"Merlot"
"US","California",80,10,"Zinfandel"
"US","California",80,32,"Zinfandel"
"US","California",87,25,"Pinot Noir"
"France","Alsace",87,12,"Riesling"
"Australia","South Australia",87,10,"Riesling"
"Spain","Northern Spain",87,23,"Tempranillo"
"US","California",87,55,"Pinot Noir"
"New Zealand","Marlborough",87,40,"Riesling"
"US","California",87,25,"Bordeaux-style Red Blend"
"Chile","Central Valley",87,7,"Chardonnay"
"US","California",87,20,"Sauvignon Blanc"
"Spain","Northern Spain",87,25,"Tempranillo"
"US","California",87,56,"Pinot Noir"
"France","Loire Valley",87,10,"Sauvignon Blanc"
"Italy","Northeastern Italy",87,22,"Riesling"
"New Zealand","Marlborough",87,16,"Riesling"
"Australia","Victoria",87,10,"Riesling"
"France","Loire Valley",87,14,"Sauvignon Blanc"
"US","California",87,22,"Syrah"
"New Zealand","Marlborough",87,16,"Sauvignon Blanc"
"Chile","Cachapoal Valley",87,15,"Chardonnay"
"US","New York",87,14,"Riesling"
"US","California",87,16,"Riesling"
"France","Rhône Valley",87,22,"Syrah"
"US","Washington",89,12,"Sauvignon Blanc"
"Italy","Tuscany",89,120,"Sangiovese"
"US","Washington",89,28,"Syrah"
"US","Washington",89,22,"Red Blend"
"US","California",89,25,"Chardonnay"
"Australia","New South Wales",89,25,"Chardonnay"
"US","Washington",89,15,"Sauvignon Blanc"
"US","Washington",89,26,"Cabernet Sauvignon"
"Italy","Tuscany",89,56,"Sangiovese"
"Argentina","Mendoza Province",89,45,"Malbec"
"Australia","South Australia",89,20,"Red Blend"
"US","Washington",89,30,"Syrah"
"Italy","Tuscany",89,66,"Sangiovese"
"Italy","Tuscany",89,45,"Sangiovese"
"Italy","Tuscany",89,50,"Sangiovese"
"Spain","Catalonia",89,45,"Red Blend"
"Spain","Northern Spain",89,49,"Tempranillo"
"Italy","Tuscany",89,50,"Sangiovese"
"US","Washington",89,32,"Cabernet Sauvignon"
"Israel","Judean Hills",89,84,"Red Blend"
"France","Burgundy",89,73,"Chardonnay"
"Italy","Tuscany",89,65,"Sangiovese"
"US","California",97,54,"Pinot Noir"
"US","California",97,42,"Chardonnay"
"US","California",96,120,"Bordeaux-style Red Blend"
"US","California",96,70,"Cabernet Sauvignon"
"US","Oregon",95,99,"Pinot Noir"
"US","California",95,140,"Bordeaux-style Red Blend"
"US","California",95,70,"Cabernet Sauvignon"
"US","California",95,100,"Cabernet Sauvignon"
"US","California",95,40,"Pinot Noir"
"US","California",95,100,"Cabernet Sauvignon"
"US","California",95,85,"Cabernet Sauvignon"
"US","California",95,125,"Cabernet Sauvignon"
"US","Oregon",95,65,"Pinot Noir"
"US","California",95,225,"Cabernet Sauvignon"
"US","California",94,85,"Cabernet Sauvignon"
"US","Oregon",94,24,"Riesling"
"US","California",94,80,"Bordeaux-style Red Blend"
"US","California",94,60,"Cabernet Sauvignon"
"US","California",94,57,"Pinot Noir"
"US","Oregon",94,50,"Pinot Noir"
"US","California",94,105,"Cabernet Sauvignon"
"US","California",94,65,"Pinot Noir"
"US","Oregon",94,50,"Pinot Noir"
"France","Alsace",87,17,"Riesling"
"US","California",87,69,"Cabernet Sauvignon"
"US","California",87,20,"Chardonnay"
"US","California",87,20,"Chardonnay"
"France","Alsace",87,24,"Riesling"
"Germany","Pfalz",87,20,"Riesling"
"France","Alsace",87,13,"Riesling"
"US","California",87,38,"Cabernet Sauvignon"
"France","Rhône Valley",87,96,"Syrah"
"Spain","Northern Spain",87,13,"Tempranillo"
"US","California",87,28,"Chardonnay"
"US","California",87,28,"Chardonnay"
"US","California",87,46,"Bordeaux-style Red Blend"
"Chile","Lontué Valley",87,17,"Malbec"
"France","Rhône Valley",87,85,"Syrah"
"Italy","Northeastern Italy",87,11,"Riesling"
"Spain","Northern Spain",87,30,"Tempranillo"
"France","Alsace",87,103,"Riesling"
"France","Rhône Valley",87,80,"Syrah"
"Australia","New South Wales",87,14,"Cabernet Sauvignon"
"France","Loire Valley",87,22,"Sauvignon Blanc"
"France","Alsace",87,27,"Riesling"
"France","Rhône Valley",87,57,"Syrah"
"Italy","Tuscany",89,38,"Sangiovese"
"Argentina","Mendoza Province",89,18,"Malbec"
"Italy","Tuscany",89,45,"Sangiovese"
"US","Washington",89,20,"Chardonnay"
"Italy","Tuscany",89,70,"Sangiovese"
"US","California",89,16,"Cabernet Sauvignon"
"US","Washington",88,50,"Red Blend"
"US","Washington",88,13,"Sangiovese"
"US","Washington",88,20,"Syrah"
"France","Burgundy",88,32,"Chardonnay"
"France","Burgundy",88,216,"Chardonnay"
"France","Burgundy",88,57,"Chardonnay"
"Spain","Northern Spain",88,50,"Tempranillo"
"Spain","Catalonia",88,13,"Red Blend"
"Italy","Tuscany",88,60,"Sangiovese"
"Australia","Victoria",88,20,"Pinot Noir"
"US","Washington",88,19,"Merlot"
"Spain","Central Spain",88,15,"Red Blend"
"Australia","South Australia",88,19,"Riesling"
"US","Washington",88,52,"Cabernet Sauvignon"
"Australia","South Australia",88,16,"Red Blend"
"US","Washington",88,8,"Sauvignon Blanc"
"US","Washington",88,23,"Syrah"
"US","California",94,58,"Bordeaux-style Red Blend"
"US","California",94,85,"Cabernet Sauvignon"
"US","California",93,70,"Pinot Noir"
"US","California",93,115,"Cabernet Sauvignon"
"US","California",93,85,"Cabernet Sauvignon"
"US","California",93,95,"Cabernet Sauvignon"
"US","Oregon",93,24,"Riesling"
"US","Oregon",93,50,"Pinot Noir"
"US","California",93,40,"Cabernet Sauvignon"
"US","California",93,25,"Zinfandel"
"US","California",93,85,"Merlot"
"US","California",93,85,"Pinot Noir"
"US","California",93,56,"Cabernet Sauvignon"
"US","California",93,40,"Merlot"
"US","California",93,52,"Cabernet Sauvignon"
"US","Oregon",93,30,"Pinot Noir"
"US","California",93,45,"Pinot Noir"
"New Zealand","Central Otago",93,80,"Pinot Noir"
"US","California",93,80,"Cabernet Sauvignon"
"US","Oregon",93,30,"Pinot Noir"
"US","Oregon",93,67,"Pinot Noir"
"Spain","Northern Spain",87,12,"Tempranillo"
"US","California",87,30,"Pinot Noir"
"France","Rhône Valley",87,17,"Syrah"
"US","California",87,25,"Pinot Noir"
"Italy","Northeastern Italy",87,39,"Riesling"
"Chile","Cachapoal Valley",87,10,"Chardonnay"
"France","Rhône Valley",87,78,"Syrah"
"US","California",87,18,"Sauvignon Blanc"
"New Zealand","Marlborough",87,14,"Riesling"
"US","Washington",87,9,"Riesling"
"France","Alsace",87,53,"Riesling"
"New Zealand","Marlborough",87,17,"Riesling"
"US","California",87,35,"Cabernet Sauvignon"
"France","Bordeaux",87,11,"Bordeaux-style Red Blend"
"France","Rhône Valley",87,73,"Syrah"
"Italy","Northeastern Italy",87,18,"Riesling"
"Spain","Northern Spain",87,65,"Tempranillo"
"New Zealand","Marlborough",87,19,"Riesling"
"New Zealand","Marlborough",87,12,"Sauvignon Blanc"
"US","Washington",87,22,"Riesling"
"France","Loire Valley",87,25,"Sauvignon Blanc"
"Spain","Northern Spain",87,15,"Tempranillo"
"France","Loire Valley",87,24,"Sauvignon Blanc"
"Australia","South Australia",87,11,"Riesling"
"Italy","Tuscany",88,65,"Sangiovese"
"Australia","New South Wales",88,17,"Merlot"
"US","Washington",88,12,"Chardonnay"
"Spain","Northern Spain",88,20,"Tempranillo"
"US","Washington",88,55,"Syrah"
"US","Washington",88,25,"Merlot"
"Spain","Catalonia",88,17,"Red Blend"
"Italy","Tuscany",88,74,"Sangiovese"
"US","Washington",88,26,"Merlot"
"US","California",88,32,"Cabernet Sauvignon"
"US","California",88,13,"Chardonnay"
"US","Washington",88,30,"Bordeaux-style Red Blend"
"US","Washington",88,28,"Syrah"
"Spain","Northern Spain",88,24,"Tempranillo"
"US","Washington",88,21,"Syrah"
"Australia","South Australia",88,15,"Riesling"
"US","Washington",88,17,"Bordeaux-style Red Blend"
"Spain","Northern Spain",88,30,"Tempranillo"
"Italy","Northeastern Italy",93,90,"Chardonnay"
"US","California",93,52,"Cabernet Sauvignon"
"US","California",93,54,"Pinot Noir"
"US","Oregon",92,75,"Pinot Noir"
"US","California",92,42,"Cabernet Sauvignon"
"US","California",92,70,"Cabernet Sauvignon"
"US","Oregon",92,50,"Pinot Noir"
"US","California",92,65,"Pinot Noir"
"US","Oregon",92,45,"Pinot Noir"
"US","California",92,50,"Cabernet Sauvignon"
"US","California",92,35,"Merlot"
"US","California",92,75,"Cabernet Sauvignon"
"New Zealand","Hawke's Bay",92,50,"Bordeaux-style Red Blend"
"US","Oregon",92,50,"Pinot Noir"
"Italy","Lombardy",92,95,"Chardonnay"
"US","California",92,54,"Pinot Noir"
"Germany","Mosel",92,30,"Riesling"
"Germany","Rheingau",86,17,"Riesling"
"US","California",86,31,"Pinot Noir"
"US","California",86,25,"Riesling"
"France","Loire Valley",86,26,"Sauvignon Blanc"
"US","California",86,32,"Sauvignon Blanc"
"Italy","Northeastern Italy",86,18,"Riesling"
"Chile","Colchagua Valley",86,12,"Malbec"
"US","California",86,35,"Zinfandel"
"Germany","Rheingau",86,15,"Riesling"
"Chile","Maipo Valley",86,19,"Malbec"
"Spain","Northern Spain",86,10,"Tempranillo"
"Chile","Central Valley",86,7,"Cabernet Sauvignon"
"US","California",86,15,"Riesling"
"US","California",86,20,"Riesling"
"Chile","Aconcagua Valley",86,12,"Merlot"
"US","California",86,17,"Chardonnay"
"US","California",86,55,"Pinot Noir"
"Chile","Casablanca Valley",86,20,"Sauvignon Blanc"
"Australia","South Australia",86,28,"Riesling"
"France","Alsace",86,40,"Riesling"
"Spain","Northern Spain",86,17,"Tempranillo"
"US","California",86,12,"Riesling"
"US","California",92,65,"Cabernet Sauvignon"
"New Zealand","Martinborough",92,60,"Chardonnay"
"US","California",92,60,"Cabernet Sauvignon"
"US","California",92,50,"Merlot"
"US","California",92,54,"Pinot Noir"
"US","California",92,70,"Cabernet Sauvignon"
"US","California",92,65,"Chardonnay"
"US","Oregon",92,24,"Riesling"
"US","Oregon",92,100,"Chardonnay"
"US","California",92,35,"Syrah"
"France","Bordeaux",92,20,"Bordeaux-style Red Blend"
"US","California",92,30,"Zinfandel"
"US","Oregon",92,48,"Pinot Noir"
"US","California",92,30,"Zinfandel"
"US","California",92,75,"Bordeaux-style Red Blend"
"Spain","Northern Spain",86,11,"White Blend"
"Australia","Victoria",86,20,"Riesling"
"US","California",86,46,"Cabernet Sauvignon"
"Chile","Curicó Valley",86,11,"Sauvignon Blanc"
"Spain","Northern Spain",86,20,"Tempranillo"
"US","California",86,50,"Cabernet Sauvignon"
"France","Loire Valley",86,25,"Sauvignon Blanc"
"Chile","Curicó Valley",86,12,"Chardonnay"
"US","California",86,14,"Riesling"
"US","California",86,13,"White Blend"
"France","Rhône Valley",86,78,"Syrah"
"South Africa","Stellenbosch",86,16,"Red Blend"
"Chile","Maule Valley",86,26,"Red Blend"
"Chile","Colchagua Valley",86,12,"Chardonnay"
"US","California",86,30,"Pinot Noir"
"New Zealand","Marlborough",86,15,"Riesling"
"US","California",86,28,"Malbec"
"Chile","Aconcagua Valley",86,12,"Syrah"
"France","Loire Valley",86,22,"Sauvignon Blanc"
"US","California",86,26,"Cabernet Sauvignon"
"US","Washington",86,17,"Riesling"
"Chile","Central Valley",86,7,"Cabernet Sauvignon"
"Australia","New South Wales",86,14,"Chardonnay"
"New Zealand","Marlborough",86,15,"Sauvignon Blanc"
"US","California",86,16,"Sauvignon Blanc"
"US","California",86,30,"Pinot Noir"
"US","Oregon",92,45,"Pinot Noir"
"France","Bordeaux",92,19,"Bordeaux-style Red Blend"
"New Zealand","Central Otago",92,55,"Pinot Noir"
"France","Bordeaux",91,40,"Bordeaux-style Red Blend"
"US","California",91,30,"Cabernet Sauvignon"
"Spain","Catalonia",91,52,"Red Blend"
"Italy","Northeastern Italy",91,42,"Chardonnay"
"New Zealand","Marlborough",91,27,"Pinot Noir"
